#date+time,022-pwl,022-bwl,022-harmwl,date,valid,rolling_sum
09-15-2001 0454,1.744,1.964,1.492,2001-09-15 04:54:00,True,150.0
09-15-2001 0500,1.749,1.971,1.502,2001-09-15 05:00:00,True,150.0
09-15-2001 0506,1.762,1.985,1.513,2001-09-15 05:06:00,True,150.0
09-15-2001 0512,1.774,1.996,1.524,2001-09-15 05:12:00,True,150.0
09-15-2001 0518,1.777,1.999,1.535,2001-09-15 05:18:00,True,150.0
09-15-2001 0524,1.787,2.009,1.545,2001-09-15 05:24:00,True,150.0
09-15-2001 0530,1.797,2.019,1.556,2001-09-15 05:30:00,True,150.0
09-15-2001 0536,1.8,2.022,1.567,2001-09-15 05:36:00,True,150.0
09-15-2001 0542,1.806,2.028,1.578,2001-09-15 05:42:00,True,150.0
09-15-2001 0548,1.819,2.041,1.589,2001-09-15 05:48:00,True,150.0
09-15-2001 0554,1.827,2.050,1.599,2001-09-15 05:54:00,True,150.0
09-15-2001 0600,1.836,2.058,1.61,2001-09-15 06:00:00,True,150.0
09-15-2001 0606,1.843,2.065,1.62,2001-09-15 06:06:00,True,150.0
09-15-2001 0612,1.856,2.079,1.631,2001-09-15 06:12:00,True,150.0
09-15-2001 0618,1.865,2.087,1.641,2001-09-15 06:18:00,True,150.0
09-15-2001 0624,1.871,2.094,1.651,2001-09-15 06:24:00,True,150.0
09-15-2001 0630,1.877,2.100,1.661,2001-09-15 06:30:00,True,150.0
09-15-2001 0636,1.884,2.106,1.671,2001-09-15 06:36:00,True,150.0
09-15-2001 0642,1.891,2.113,1.681,2001-09-15 06:42:00,True,150.0
09-15-2001 0648,1.9,2.123,1.69,2001-09-15 06:48:00,True,150.0
09-15-2001 0654,1.91,2.133,1.699,2001-09-15 06:54:00,True,150.0
09-15-2001 0700,1.914,2.137,1.708,2001-09-15 07:00:00,True,150.0
09-15-2001 0706,1.927,2.150,1.716,2001-09-15 07:06:00,True,150.0
09-15-2001 0712,1.939,2.163,1.725,2001-09-15 07:12:00,True,150.0
09-15-2001 0718,1.942,2.165,1.733,2001-09-15 07:18:00,True,150.0
09-15-2001 0724,1.944,2.167,1.74,2001-09-15 07:24:00,True,150.0
09-15-2001 0730,1.95,2.175,1.748,2001-09-15 07:30:00,True,150.0
09-15-2001 0736,1.956,2.180,1.755,2001-09-15 07:36:00,True,150.0
09-15-2001 0742,1.959,2.183,1.761,2001-09-15 07:42:00,True,150.0
09-15-2001 0748,1.967,2.190,1.768,2001-09-15 07:48:00,True,150.0
09-15-2001 0754,1.976,2.201,1.774,2001-09-15 07:54:00,True,150.0
09-15-2001 0800,1.988,2.212,1.779,2001-09-15 08:00:00,True,150.0
09-15-2001 0806,1.991,2.215,1.785,2001-09-15 08:06:00,True,150.0
09-15-2001 0812,1.999,2.223,1.789,2001-09-15 08:12:00,True,150.0
09-15-2001 0818,2.002,2.227,1.794,2001-09-15 08:18:00,True,150.0
09-15-2001 0824,2.001,2.225,1.798,2001-09-15 08:24:00,True,150.0
09-15-2001 0830,1.999,2.223,1.801,2001-09-15 08:30:00,True,150.0
09-15-2001 0836,2.01,2.233,1.804,2001-09-15 08:36:00,True,150.0
09-15-2001 0842,2.015,2.238,1.807,2001-09-15 08:42:00,True,150.0
09-15-2001 0848,2.012,2.235,1.81,2001-09-15 08:48:00,True,150.0
09-15-2001 0854,2.011,2.234,1.811,2001-09-15 08:54:00,True,150.0
09-15-2001 0900,2.014,2.238,1.813,2001-09-15 09:00:00,True,150.0
09-15-2001 0906,2.021,2.244,1.814,2001-09-15 09:06:00,True,150.0
09-15-2001 0912,2.023,2.247,1.815,2001-09-15 09:12:00,True,150.0
09-15-2001 0918,2.025,2.250,1.815,2001-09-15 09:18:00,True,150.0
09-15-2001 0924,2.02,2.245,1.815,2001-09-15 09:24:00,True,150.0
09-15-2001 0930,2.02,2.244,1.815,2001-09-15 09:30:00,True,150.0
09-15-2001 0936,2.02,2.245,1.815,2001-09-15 09:36:00,True,150.0
09-15-2001 0942,2.015,2.239,1.814,2001-09-15 09:42:00,True,150.0
09-15-2001 0948,2.01,2.234,1.813,2001-09-15 09:48:00,True,150.0
09-15-2001 0954,2.007,2.232,1.811,2001-09-15 09:54:00,True,150.0
09-15-2001 1000,2.008,2.233,1.809,2001-09-15 10:00:00,True,150.0
09-15-2001 1006,2.008,2.233,1.808,2001-09-15 10:06:00,True,150.0
09-15-2001 1012,2.011,2.237,1.805,2001-09-15 10:12:00,True,150.0
09-15-2001 1018,2.009,2.234,1.803,2001-09-15 10:18:00,True,150.0
09-15-2001 1024,2.003,2.227,1.801,2001-09-15 10:24:00,True,150.0
09-15-2001 1030,1.999,2.224,1.798,2001-09-15 10:30:00,True,150.0
09-15-2001 1036,1.999,2.224,1.795,2001-09-15 10:36:00,True,150.0
09-15-2001 1042,1.997,2.221,1.793,2001-09-15 10:42:00,True,150.0
09-15-2001 1048,1.99,2.215,1.79,2001-09-15 10:48:00,True,150.0
09-15-2001 1054,1.985,2.209,1.787,2001-09-15 10:54:00,True,150.0
09-15-2001 1100,1.982,2.207,1.784,2001-09-15 11:00:00,True,150.0
09-15-2001 1106,1.98,2.205,1.781,2001-09-15 11:06:00,True,150.0
09-15-2001 1112,1.976,2.203,1.777,2001-09-15 11:12:00,True,150.0
09-15-2001 1118,1.972,2.196,1.774,2001-09-15 11:18:00,True,150.0
09-15-2001 1124,1.966,2.190,1.771,2001-09-15 11:24:00,True,150.0
09-15-2001 1130,1.965,2.190,1.768,2001-09-15 11:30:00,True,150.0
09-15-2001 1136,1.963,2.188,1.765,2001-09-15 11:36:00,True,150.0
09-15-2001 1142,1.956,2.180,1.762,2001-09-15 11:42:00,True,150.0
09-15-2001 1148,1.946,2.170,1.759,2001-09-15 11:48:00,True,150.0
09-15-2001 1154,1.946,2.170,1.756,2001-09-15 11:54:00,True,150.0
09-15-2001 1200,1.951,2.176,1.753,2001-09-15 12:00:00,True,150.0
09-15-2001 1206,1.951,2.176,1.75,2001-09-15 12:06:00,True,150.0
09-15-2001 1212,1.951,2.177,1.747,2001-09-15 12:12:00,True,150.0
09-15-2001 1218,1.938,2.162,1.745,2001-09-15 12:18:00,True,150.0
09-15-2001 1224,1.934,2.159,1.742,2001-09-15 12:24:00,True,150.0
09-15-2001 1230,1.943,2.168,1.74,2001-09-15 12:30:00,True,150.0
09-15-2001 1236,1.944,2.169,1.737,2001-09-15 12:36:00,True,150.0
09-15-2001 1242,1.935,2.160,1.735,2001-09-15 12:42:00,True,150.0
09-15-2001 1248,1.931,2.155,1.733,2001-09-15 12:48:00,True,150.0
09-15-2001 1254,1.931,2.156,1.731,2001-09-15 12:54:00,True,150.0
09-15-2001 1300,1.937,2.162,1.729,2001-09-15 13:00:00,True,150.0
09-15-2001 1306,1.94,2.164,1.728,2001-09-15 13:06:00,True,150.0
09-15-2001 1312,1.938,2.163,1.726,2001-09-15 13:12:00,True,150.0
09-15-2001 1318,1.937,2.162,1.725,2001-09-15 13:18:00,True,150.0
09-15-2001 1324,1.941,2.166,1.724,2001-09-15 13:24:00,True,150.0
09-15-2001 1330,1.929,2.154,1.723,2001-09-15 13:30:00,True,150.0
09-15-2001 1336,1.939,2.165,1.722,2001-09-15 13:36:00,True,150.0
09-15-2001 1342,1.927,2.152,1.721,2001-09-15 13:42:00,True,150.0
09-15-2001 1348,1.938,2.164,1.72,2001-09-15 13:48:00,True,150.0
09-15-2001 1354,1.943,2.168,1.72,2001-09-15 13:54:00,True,150.0
09-15-2001 1400,1.94,2.165,1.72,2001-09-15 14:00:00,True,150.0
09-15-2001 1406,1.93,2.156,1.72,2001-09-15 14:06:00,True,150.0
09-15-2001 1412,1.939,2.164,1.72,2001-09-15 14:12:00,True,150.0
09-15-2001 1418,1.955,2.180,1.72,2001-09-15 14:18:00,True,150.0
09-15-2001 1424,1.948,2.173,1.721,2001-09-15 14:24:00,True,150.0
09-15-2001 1430,1.951,2.176,1.721,2001-09-15 14:30:00,True,150.0
09-15-2001 1436,1.94,2.165,1.722,2001-09-15 14:36:00,True,150.0
09-15-2001 1442,1.952,2.177,1.723,2001-09-15 14:42:00,True,150.0
09-15-2001 1448,1.951,2.176,1.724,2001-09-15 14:48:00,True,150.0
09-15-2001 1454,1.961,2.186,1.725,2001-09-15 14:54:00,True,150.0
09-15-2001 1500,1.956,2.179,1.727,2001-09-15 15:00:00,True,150.0
09-15-2001 1506,1.95,2.174,1.728,2001-09-15 15:06:00,True,150.0
09-15-2001 1512,1.97,2.193,1.73,2001-09-15 15:12:00,True,150.0
09-15-2001 1518,1.968,2.192,1.732,2001-09-15 15:18:00,True,150.0
09-15-2001 1524,1.963,2.187,1.733,2001-09-15 15:24:00,True,150.0
09-15-2001 1530,1.966,2.190,1.735,2001-09-15 15:30:00,True,150.0
09-15-2001 1536,1.968,2.191,1.738,2001-09-15 15:36:00,True,150.0
09-15-2001 1542,1.971,2.194,1.74,2001-09-15 15:42:00,True,150.0
09-15-2001 1548,1.969,2.191,1.742,2001-09-15 15:48:00,True,150.0
09-15-2001 1554,1.968,2.192,1.745,2001-09-15 15:54:00,True,150.0
09-15-2001 1600,1.973,2.198,1.747,2001-09-15 16:00:00,True,150.0
09-15-2001 1606,1.977,2.199,1.75,2001-09-15 16:06:00,True,150.0
09-15-2001 1612,1.979,2.202,1.752,2001-09-15 16:12:00,True,150.0
09-15-2001 1618,1.984,2.205,1.755,2001-09-15 16:18:00,True,150.0
09-15-2001 1624,1.982,2.204,1.758,2001-09-15 16:24:00,True,150.0
09-15-2001 1630,1.977,2.200,1.761,2001-09-15 16:30:00,True,150.0
09-15-2001 1636,1.993,2.216,1.764,2001-09-15 16:36:00,True,150.0
09-15-2001 1642,1.98,2.203,1.767,2001-09-15 16:42:00,True,150.0
09-15-2001 1648,1.97,2.192,1.769,2001-09-15 16:48:00,True,150.0
09-15-2001 1654,1.989,2.211,1.772,2001-09-15 16:54:00,True,150.0
09-15-2001 1700,1.998,2.221,1.775,2001-09-15 17:00:00,True,150.0
09-15-2001 1706,1.994,2.216,1.778,2001-09-15 17:06:00,True,150.0
09-15-2001 1712,1.996,2.219,1.781,2001-09-15 17:12:00,True,150.0
09-15-2001 1718,1.995,2.218,1.784,2001-09-15 17:18:00,True,150.0
09-15-2001 1724,1.997,2.219,1.787,2001-09-15 17:24:00,True,150.0
09-15-2001 1730,2.005,2.227,1.79,2001-09-15 17:30:00,True,150.0
09-15-2001 1736,1.995,2.219,1.792,2001-09-15 17:36:00,True,150.0
09-15-2001 1742,1.997,2.221,1.795,2001-09-15 17:42:00,True,150.0
09-15-2001 1748,2.01,2.234,1.797,2001-09-15 17:48:00,True,150.0
09-15-2001 1754,2.007,2.231,1.8,2001-09-15 17:54:00,True,150.0
09-15-2001 1800,1.998,2.222,1.802,2001-09-15 18:00:00,True,150.0
09-15-2001 1806,2.009,2.232,1.804,2001-09-15 18:06:00,True,150.0
09-15-2001 1812,2.003,2.226,1.806,2001-09-15 18:12:00,True,150.0
09-15-2001 1818,2.012,2.236,1.807,2001-09-15 18:18:00,True,150.0
09-15-2001 1824,2.008,2.232,1.809,2001-09-15 18:24:00,True,150.0
09-15-2001 1830,2.018,2.242,1.81,2001-09-15 18:30:00,True,150.0
09-15-2001 1836,2.026,2.249,1.811,2001-09-15 18:36:00,True,150.0
09-15-2001 1842,2.006,2.230,1.812,2001-09-15 18:42:00,True,150.0
09-15-2001 1848,2.024,2.247,1.812,2001-09-15 18:48:00,True,150.0
09-15-2001 1854,1.99,2.215,1.812,2001-09-15 18:54:00,True,150.0
09-15-2001 1900,2.017,2.244,1.812,2001-09-15 19:00:00,True,150.0
09-15-2001 1906,2.016,2.241,1.812,2001-09-15 19:06:00,True,150.0
09-15-2001 1912,2.004,2.227,1.811,2001-09-15 19:12:00,True,150.0
09-15-2001 1918,2.022,2.246,1.81,2001-09-15 19:18:00,True,150.0
09-15-2001 1924,2.019,2.244,1.809,2001-09-15 19:24:00,True,150.0
09-15-2001 1930,2.019,2.243,1.807,2001-09-15 19:30:00,True,150.0
09-15-2001 1936,2.011,2.234,1.806,2001-09-15 19:36:00,True,150.0
09-15-2001 1942,2.005,2.230,1.803,2001-09-15 19:42:00,True,150.0
09-15-2001 1948,2.002,2.228,1.801,2001-09-15 19:48:00,True,150.0
09-15-2001 1954,2.003,2.226,1.798,2001-09-15 19:54:00,True,150.0
09-15-2001 2000,1.989,2.213,1.794,2001-09-15 20:00:00,True,150.0
09-15-2001 2006,2.006,2.231,1.791,2001-09-15 20:06:00,True,150.0
09-15-2001 2012,1.994,2.218,1.787,2001-09-15 20:12:00,True,150.0
09-15-2001 2018,1.996,2.220,1.782,2001-09-15 20:18:00,True,150.0
09-15-2001 2024,2.004,2.228,1.777,2001-09-15 20:24:00,True,150.0
09-15-2001 2030,1.987,2.211,1.772,2001-09-15 20:30:00,True,150.0
09-15-2001 2036,1.974,2.197,1.766,2001-09-15 20:36:00,True,150.0
09-15-2001 2042,1.976,2.199,1.76,2001-09-15 20:42:00,True,150.0
09-15-2001 2048,1.97,2.193,1.754,2001-09-15 20:48:00,True,150.0
09-15-2001 2054,1.971,2.195,1.747,2001-09-15 20:54:00,True,150.0
09-15-2001 2100,1.963,2.189,1.74,2001-09-15 21:00:00,True,150.0
09-15-2001 2106,1.954,2.179,1.732,2001-09-15 21:06:00,True,150.0
09-15-2001 2112,1.944,2.168,1.725,2001-09-15 21:12:00,True,150.0
09-15-2001 2118,1.933,2.157,1.716,2001-09-15 21:18:00,True,150.0
09-15-2001 2124,1.935,2.157,1.708,2001-09-15 21:24:00,True,150.0
09-15-2001 2130,1.925,2.149,1.699,2001-09-15 21:30:00,True,150.0
09-15-2001 2136,1.905,2.127,1.69,2001-09-15 21:36:00,True,150.0
09-15-2001 2142,1.891,2.114,1.68,2001-09-15 21:42:00,True,150.0
09-15-2001 2148,1.892,2.115,1.67,2001-09-15 21:48:00,True,150.0
09-15-2001 2154,1.889,2.111,1.66,2001-09-15 21:54:00,True,150.0
09-15-2001 2200,1.877,2.101,1.65,2001-09-15 22:00:00,True,150.0
09-15-2001 2206,1.855,2.077,1.64,2001-09-15 22:06:00,True,150.0
09-15-2001 2212,1.848,2.071,1.629,2001-09-15 22:12:00,True,150.0
09-15-2001 2218,1.854,2.077,1.618,2001-09-15 22:18:00,True,150.0
09-15-2001 2224,1.839,2.062,1.608,2001-09-15 22:24:00,True,150.0
09-15-2001 2230,1.823,2.046,1.597,2001-09-15 22:30:00,True,150.0
09-15-2001 2236,1.802,2.023,1.586,2001-09-15 22:36:00,True,150.0
09-15-2001 2242,1.792,2.015,1.575,2001-09-15 22:42:00,True,150.0
09-15-2001 2248,1.807,2.029,1.563,2001-09-15 22:48:00,True,150.0
09-15-2001 2254,1.786,2.008,1.552,2001-09-15 22:54:00,True,150.0
09-15-2001 2300,1.754,1.976,1.541,2001-09-15 23:00:00,True,150.0
09-15-2001 2306,1.748,1.970,1.53,2001-09-15 23:06:00,True,150.0
09-15-2001 2312,1.755,1.978,1.519,2001-09-15 23:12:00,True,150.0
09-15-2001 2318,1.743,1.966,1.509,2001-09-15 23:18:00,True,150.0
09-15-2001 2324,1.717,1.941,1.498,2001-09-15 23:24:00,True,150.0
09-15-2001 2330,1.702,1.926,1.487,2001-09-15 23:30:00,True,150.0
09-15-2001 2336,1.696,1.920,1.477,2001-09-15 23:36:00,True,150.0
09-15-2001 2342,1.694,1.919,1.467,2001-09-15 23:42:00,True,150.0
09-15-2001 2348,1.675,1.899,1.457,2001-09-15 23:48:00,True,150.0
09-15-2001 2354,1.668,1.891,1.447,2001-09-15 23:54:00,True,150.0
09-16-2001 0000,1.647,1.870,1.438,2001-09-16 00:00:00,True,150.0
09-16-2001 0006,1.641,1.866,1.428,2001-09-16 00:06:00,True,150.0
09-16-2001 0012,1.636,1.860,1.419,2001-09-16 00:12:00,True,150.0
09-16-2001 0018,1.617,1.840,1.411,2001-09-16 00:18:00,True,150.0
09-16-2001 0024,1.607,1.831,1.402,2001-09-16 00:24:00,True,150.0
09-16-2001 0030,1.577,1.799,1.394,2001-09-16 00:30:00,True,150.0
09-16-2001 0036,1.585,1.807,1.386,2001-09-16 00:36:00,True,150.0
09-16-2001 0042,1.581,1.805,1.379,2001-09-16 00:42:00,True,150.0
09-16-2001 0048,1.572,1.794,1.371,2001-09-16 00:48:00,True,150.0
09-16-2001 0054,1.563,1.785,1.365,2001-09-16 00:54:00,True,150.0
09-16-2001 0100,1.558,1.780,1.358,2001-09-16 01:00:00,True,150.0
09-16-2001 0106,1.549,1.772,1.352,2001-09-16 01:06:00,True,150.0
09-16-2001 0112,1.556,1.778,1.346,2001-09-16 01:12:00,True,150.0
09-16-2001 0118,1.539,1.761,1.341,2001-09-16 01:18:00,True,150.0
09-16-2001 0124,1.536,1.758,1.336,2001-09-16 01:24:00,True,150.0
09-16-2001 0130,1.535,1.759,1.332,2001-09-16 01:30:00,True,150.0
09-16-2001 0136,1.52,1.743,1.328,2001-09-16 01:36:00,True,150.0
09-16-2001 0142,1.522,1.746,1.324,2001-09-16 01:42:00,True,150.0
09-16-2001 0148,1.523,1.746,1.321,2001-09-16 01:48:00,True,150.0
09-16-2001 0154,1.525,1.748,1.318,2001-09-16 01:54:00,True,150.0
09-16-2001 0200,1.511,1.734,1.316,2001-09-16 02:00:00,True,150.0
09-16-2001 0206,1.518,1.742,1.314,2001-09-16 02:06:00,True,150.0
09-16-2001 0212,1.531,1.753,1.312,2001-09-16 02:12:00,True,150.0
09-16-2001 0218,1.528,1.750,1.311,2001-09-16 02:18:00,True,150.0
09-16-2001 0224,1.529,1.752,1.31,2001-09-16 02:24:00,True,150.0
09-16-2001 0230,1.524,1.746,1.31,2001-09-16 02:30:00,True,150.0
09-16-2001 0236,1.527,1.750,1.311,2001-09-16 02:36:00,True,150.0
09-16-2001 0242,1.535,1.758,1.311,2001-09-16 02:42:00,True,150.0
09-16-2001 0248,1.531,1.754,1.312,2001-09-16 02:48:00,True,150.0
09-16-2001 0254,1.533,1.756,1.314,2001-09-16 02:54:00,True,150.0
09-16-2001 0300,1.537,1.759,1.316,2001-09-16 03:00:00,True,150.0
09-16-2001 0306,1.541,1.764,1.318,2001-09-16 03:06:00,True,150.0
09-16-2001 0312,1.549,1.772,1.321,2001-09-16 03:12:00,True,150.0
09-16-2001 0318,1.545,1.768,1.324,2001-09-16 03:18:00,True,150.0
09-16-2001 0324,1.55,1.772,1.328,2001-09-16 03:24:00,True,150.0
09-16-2001 0330,1.556,1.778,1.332,2001-09-16 03:30:00,True,150.0
09-16-2001 0336,1.565,1.787,1.336,2001-09-16 03:36:00,True,150.0
09-16-2001 0342,1.568,1.791,1.341,2001-09-16 03:42:00,True,150.0
09-16-2001 0348,1.573,1.795,1.346,2001-09-16 03:48:00,True,150.0
09-16-2001 0354,1.568,1.790,1.352,2001-09-16 03:54:00,True,150.0
09-16-2001 0400,1.583,1.806,1.358,2001-09-16 04:00:00,True,150.0
09-16-2001 0406,1.596,1.819,1.364,2001-09-16 04:06:00,True,150.0
09-16-2001 0412,1.599,1.820,1.37,2001-09-16 04:12:00,True,150.0
09-16-2001 0418,1.601,1.822,1.377,2001-09-16 04:18:00,True,150.0
09-16-2001 0424,1.609,1.830,1.384,2001-09-16 04:24:00,True,150.0
09-16-2001 0430,1.621,1.843,1.392,2001-09-16 04:30:00,True,150.0
09-16-2001 0436,1.626,1.848,1.4,2001-09-16 04:36:00,True,150.0
09-16-2001 0442,1.633,1.855,1.408,2001-09-16 04:42:00,True,150.0
09-16-2001 0448,1.633,1.855,1.416,2001-09-16 04:48:00,True,150.0
09-16-2001 0454,1.635,1.857,1.425,2001-09-16 04:54:00,True,150.0
09-16-2001 0500,1.654,1.876,1.434,2001-09-16 05:00:00,True,150.0
09-16-2001 0506,1.667,1.889,1.443,2001-09-16 05:06:00,True,150.0
09-16-2001 0512,1.67,1.892,1.453,2001-09-16 05:12:00,True,150.0
09-16-2001 0518,1.672,1.894,1.462,2001-09-16 05:18:00,True,150.0
09-16-2001 0524,1.685,1.907,1.472,2001-09-16 05:24:00,True,150.0
09-16-2001 0530,1.703,1.925,1.482,2001-09-16 05:30:00,True,150.0
09-16-2001 0536,1.712,1.934,1.492,2001-09-16 05:36:00,True,150.0
09-16-2001 0542,1.715,1.936,1.502,2001-09-16 05:42:00,True,150.0
09-16-2001 0548,1.714,1.936,1.512,2001-09-16 05:48:00,True,150.0
09-16-2001 0554,1.727,1.949,1.523,2001-09-16 05:54:00,True,150.0
09-16-2001 0600,1.741,1.963,1.533,2001-09-16 06:00:00,True,150.0
09-16-2001 0606,1.752,1.974,1.544,2001-09-16 06:06:00,True,150.0
09-16-2001 0612,1.757,1.978,1.554,2001-09-16 06:12:00,True,150.0
09-16-2001 0618,1.757,1.979,1.565,2001-09-16 06:18:00,True,150.0
09-16-2001 0624,1.763,1.986,1.576,2001-09-16 06:24:00,True,150.0
09-16-2001 0630,1.784,2.007,1.586,2001-09-16 06:30:00,True,150.0
09-16-2001 0636,1.786,2.007,1.597,2001-09-16 06:36:00,True,150.0
09-16-2001 0642,1.794,2.015,1.607,2001-09-16 06:42:00,True,150.0
09-16-2001 0648,1.799,2.020,1.617,2001-09-16 06:48:00,True,150.0
09-16-2001 0654,1.804,2.025,1.627,2001-09-16 06:54:00,True,150.0
09-16-2001 0700,1.815,2.037,1.637,2001-09-16 07:00:00,True,150.0
09-16-2001 0706,1.823,2.045,1.647,2001-09-16 07:06:00,True,150.0
09-16-2001 0712,1.841,2.063,1.657,2001-09-16 07:12:00,True,150.0
09-16-2001 0718,1.84,2.063,1.667,2001-09-16 07:18:00,True,150.0
09-16-2001 0724,1.838,2.061,1.676,2001-09-16 07:24:00,True,150.0
09-16-2001 0730,1.852,2.074,1.685,2001-09-16 07:30:00,True,150.0
09-16-2001 0736,1.874,2.097,1.694,2001-09-16 07:36:00,True,150.0
09-16-2001 0742,1.863,2.086,1.702,2001-09-16 07:42:00,True,150.0
09-16-2001 0748,1.863,2.086,1.711,2001-09-16 07:48:00,True,150.0
09-16-2001 0754,1.871,2.094,1.719,2001-09-16 07:54:00,True,150.0
09-16-2001 0800,1.881,2.104,1.727,2001-09-16 08:00:00,True,150.0
09-16-2001 0806,1.893,2.116,1.734,2001-09-16 08:06:00,True,150.0
09-16-2001 0812,1.898,2.121,1.741,2001-09-16 08:12:00,True,150.0
09-16-2001 0818,1.9,2.123,1.748,2001-09-16 08:18:00,True,150.0
09-16-2001 0824,1.915,2.138,1.754,2001-09-16 08:24:00,True,150.0
09-16-2001 0830,1.914,2.137,1.76,2001-09-16 08:30:00,True,150.0
09-16-2001 0836,1.921,2.144,1.766,2001-09-16 08:36:00,True,150.0
09-16-2001 0842,1.919,2.141,1.771,2001-09-16 08:42:00,True,150.0
09-16-2001 0848,1.92,2.142,1.776,2001-09-16 08:48:00,True,150.0
09-16-2001 0854,1.926,2.148,1.78,2001-09-16 08:54:00,True,150.0
09-16-2001 0900,1.933,2.156,1.784,2001-09-16 09:00:00,True,150.0
09-16-2001 0906,1.938,2.161,1.788,2001-09-16 09:06:00,True,150.0
09-16-2001 0912,1.944,2.167,1.791,2001-09-16 09:12:00,True,150.0
09-16-2001 0918,1.941,2.164,1.794,2001-09-16 09:18:00,True,150.0
09-16-2001 0924,1.942,2.165,1.796,2001-09-16 09:24:00,True,150.0
09-16-2001 0930,1.941,2.165,1.798,2001-09-16 09:30:00,True,150.0
09-16-2001 0936,1.947,2.171,1.799,2001-09-16 09:36:00,True,150.0
09-16-2001 0942,1.94,2.163,1.8,2001-09-16 09:42:00,True,150.0
09-16-2001 0948,1.944,2.166,1.801,2001-09-16 09:48:00,True,150.0
09-16-2001 0954,1.946,2.168,1.801,2001-09-16 09:54:00,True,150.0
09-16-2001 1000,1.95,2.173,1.801,2001-09-16 10:00:00,True,150.0
09-16-2001 1006,1.946,2.168,1.8,2001-09-16 10:06:00,True,150.0
09-16-2001 1012,1.947,2.170,1.799,2001-09-16 10:12:00,True,150.0
09-16-2001 1018,1.949,2.173,1.798,2001-09-16 10:18:00,True,150.0
09-16-2001 1024,1.946,2.169,1.796,2001-09-16 10:24:00,True,150.0
09-16-2001 1030,1.947,2.171,1.794,2001-09-16 10:30:00,True,150.0
09-16-2001 1036,1.945,2.166,1.792,2001-09-16 10:36:00,True,150.0
09-16-2001 1042,1.931,2.154,1.789,2001-09-16 10:42:00,True,150.0
09-16-2001 1048,1.926,2.148,1.786,2001-09-16 10:48:00,True,150.0
09-16-2001 1054,1.933,2.155,1.783,2001-09-16 10:54:00,True,150.0
09-16-2001 1100,1.931,2.153,1.78,2001-09-16 11:00:00,True,150.0
09-16-2001 1106,1.932,2.154,1.776,2001-09-16 11:06:00,True,150.0
09-16-2001 1112,1.927,2.150,1.773,2001-09-16 11:12:00,True,150.0
09-16-2001 1118,1.921,2.143,1.769,2001-09-16 11:18:00,True,150.0
09-16-2001 1124,1.91,2.133,1.765,2001-09-16 11:24:00,True,150.0
09-16-2001 1130,1.912,2.135,1.761,2001-09-16 11:30:00,True,150.0
09-16-2001 1136,1.913,2.135,1.757,2001-09-16 11:36:00,True,150.0
09-16-2001 1142,1.906,2.127,1.753,2001-09-16 11:42:00,True,150.0
09-16-2001 1148,1.899,2.121,1.749,2001-09-16 11:48:00,True,150.0
09-16-2001 1154,1.9,2.121,1.745,2001-09-16 11:54:00,True,150.0
09-16-2001 1200,1.892,2.115,1.741,2001-09-16 12:00:00,True,150.0
09-16-2001 1206,1.891,2.113,1.736,2001-09-16 12:06:00,True,150.0
09-16-2001 1212,1.893,2.116,1.732,2001-09-16 12:12:00,True,150.0
09-16-2001 1218,1.899,2.120,1.728,2001-09-16 12:18:00,True,150.0
09-16-2001 1224,1.895,2.117,1.724,2001-09-16 12:24:00,True,150.0
09-16-2001 1230,1.884,2.106,1.72,2001-09-16 12:30:00,True,150.0
09-16-2001 1236,1.883,2.105,1.716,2001-09-16 12:36:00,True,150.0
09-16-2001 1242,1.884,2.106,1.712,2001-09-16 12:42:00,True,150.0
09-16-2001 1248,1.888,2.110,1.708,2001-09-16 12:48:00,True,150.0
09-16-2001 1254,1.881,2.103,1.705,2001-09-16 12:54:00,True,150.0
09-16-2001 1300,1.877,2.098,1.701,2001-09-16 13:00:00,True,150.0
09-16-2001 1306,1.878,2.101,1.698,2001-09-16 13:06:00,True,150.0
09-16-2001 1312,1.885,2.108,1.694,2001-09-16 13:12:00,True,150.0
09-16-2001 1318,1.865,2.087,1.691,2001-09-16 13:18:00,True,150.0
09-16-2001 1324,1.845,2.067,1.688,2001-09-16 13:24:00,True,150.0
09-16-2001 1330,1.878,2.099,1.685,2001-09-16 13:30:00,True,150.0
09-16-2001 1336,1.899,2.120,1.683,2001-09-16 13:36:00,True,150.0
09-16-2001 1342,1.864,2.086,1.68,2001-09-16 13:42:00,True,150.0
09-16-2001 1348,1.875,2.096,1.678,2001-09-16 13:48:00,True,150.0
09-16-2001 1354,1.865,2.086,1.676,2001-09-16 13:54:00,True,150.0
09-16-2001 1400,1.856,2.078,1.674,2001-09-16 14:00:00,True,150.0
09-16-2001 1406,1.879,2.100,1.673,2001-09-16 14:06:00,True,150.0
09-16-2001 1412,1.887,2.109,1.671,2001-09-16 14:12:00,True,150.0
09-16-2001 1418,1.871,2.094,1.67,2001-09-16 14:18:00,True,150.0
09-16-2001 1424,1.87,2.092,1.669,2001-09-16 14:24:00,True,150.0
09-16-2001 1430,1.879,2.099,1.668,2001-09-16 14:30:00,True,150.0
09-16-2001 1436,1.858,2.078,1.668,2001-09-16 14:36:00,True,150.0
09-16-2001 1442,1.842,2.064,1.667,2001-09-16 14:42:00,True,150.0
09-16-2001 1448,1.873,2.096,1.667,2001-09-16 14:48:00,True,150.0
