#date+time,022-pwl,022-bwl,022-harmwl,date,valid,rolling_sum
12-03-2001 1712,1.24,,1.182,2001-12-03 17:12:00,False,30.0
12-03-2001 1718,1.245,,1.182,2001-12-03 17:18:00,False,30.0
12-03-2001 1724,1.245,,1.182,2001-12-03 17:24:00,False,30.0
12-03-2001 1730,1.239,1.491,1.183,2001-12-03 17:30:00,True,30.0
12-03-2001 1736,1.231,,1.184,2001-12-03 17:36:00,False,30.0
12-03-2001 1742,1.228,,1.185,2001-12-03 17:42:00,False,30.0
12-03-2001 1748,1.243,,1.187,2001-12-03 17:48:00,False,30.0
12-03-2001 1754,1.241,,1.19,2001-12-03 17:54:00,False,30.0
12-03-2001 1800,1.241,1.493,1.193,2001-12-03 18:00:00,True,30.0
12-03-2001 1806,1.25,,1.196,2001-12-03 18:06:00,False,30.0
12-03-2001 1812,1.255,,1.199,2001-12-03 18:12:00,False,30.0
12-03-2001 1818,1.269,,1.203,2001-12-03 18:18:00,False,30.0
12-03-2001 1824,1.262,,1.208,2001-12-03 18:24:00,False,30.0
12-03-2001 1830,1.257,1.510,1.212,2001-12-03 18:30:00,True,30.0
12-03-2001 1836,1.262,,1.217,2001-12-03 18:36:00,False,30.0
12-03-2001 1842,1.279,,1.223,2001-12-03 18:42:00,False,30.0
12-03-2001 1848,1.286,,1.228,2001-12-03 18:48:00,False,30.0
12-03-2001 1854,1.292,,1.234,2001-12-03 18:54:00,False,30.0
12-03-2001 1900,1.294,1.548,1.241,2001-12-03 19:00:00,True,30.0
12-03-2001 1906,1.304,,1.247,2001-12-03 19:06:00,False,30.0
12-03-2001 1912,1.315,,1.254,2001-12-03 19:12:00,False,30.0
12-03-2001 1918,1.327,,1.261,2001-12-03 19:18:00,False,30.0
12-03-2001 1924,1.336,,1.269,2001-12-03 19:24:00,False,30.0
12-03-2001 1930,1.349,1.603,1.276,2001-12-03 19:30:00,True,30.0
12-03-2001 1936,1.355,,1.284,2001-12-03 19:36:00,False,30.0
12-03-2001 1942,1.368,,1.292,2001-12-03 19:42:00,False,30.0
12-03-2001 1948,1.379,,1.3,2001-12-03 19:48:00,False,30.0
12-03-2001 1954,1.388,,1.309,2001-12-03 19:54:00,False,30.0
12-03-2001 2000,1.395,1.651,1.318,2001-12-03 20:00:00,True,30.0
12-03-2001 2006,1.404,,1.326,2001-12-03 20:06:00,False,30.0
12-03-2001 2012,1.42,,1.336,2001-12-03 20:12:00,False,30.0
12-03-2001 2018,1.446,,1.345,2001-12-03 20:18:00,False,30.0
12-03-2001 2024,1.447,,1.354,2001-12-03 20:24:00,False,30.0
12-03-2001 2030,1.46,1.717,1.364,2001-12-03 20:30:00,True,30.0
12-03-2001 2036,1.471,,1.373,2001-12-03 20:36:00,False,30.0
12-03-2001 2042,1.476,,1.383,2001-12-03 20:42:00,False,30.0
12-03-2001 2048,1.488,,1.393,2001-12-03 20:48:00,False,30.0
12-03-2001 2054,1.499,,1.403,2001-12-03 20:54:00,False,30.0
12-03-2001 2100,1.515,1.773,1.413,2001-12-03 21:00:00,True,30.0
12-03-2001 2106,1.524,,1.423,2001-12-03 21:06:00,False,30.0
12-03-2001 2112,1.528,,1.433,2001-12-03 21:12:00,False,30.0
12-03-2001 2118,1.538,,1.443,2001-12-03 21:18:00,False,30.0
12-03-2001 2124,1.553,,1.453,2001-12-03 21:24:00,False,30.0
12-03-2001 2130,1.56,1.818,1.464,2001-12-03 21:30:00,True,30.0
12-03-2001 2136,1.569,,1.474,2001-12-03 21:36:00,False,30.0
12-03-2001 2142,1.573,,1.484,2001-12-03 21:42:00,False,30.0
12-03-2001 2148,1.583,,1.494,2001-12-03 21:48:00,False,30.0
12-03-2001 2154,1.598,,1.505,2001-12-03 21:54:00,False,30.0
12-03-2001 2200,1.604,1.863,1.515,2001-12-03 22:00:00,True,30.0
12-03-2001 2206,1.6,,1.525,2001-12-03 22:06:00,False,30.0
12-03-2001 2212,1.61,,1.535,2001-12-03 22:12:00,False,30.0
12-03-2001 2218,1.626,,1.545,2001-12-03 22:18:00,False,30.0
12-03-2001 2224,1.642,,1.554,2001-12-03 22:24:00,False,30.0
12-03-2001 2230,1.645,1.903,1.564,2001-12-03 22:30:00,True,30.0
12-03-2001 2236,1.655,,1.573,2001-12-03 22:36:00,False,30.0
12-03-2001 2242,1.659,,1.583,2001-12-03 22:42:00,False,30.0
12-03-2001 2248,1.669,,1.592,2001-12-03 22:48:00,False,30.0
12-03-2001 2254,1.668,,1.601,2001-12-03 22:54:00,False,30.0
12-03-2001 2300,1.682,1.942,1.61,2001-12-03 23:00:00,True,30.0
12-03-2001 2306,1.699,,1.618,2001-12-03 23:06:00,False,30.0
12-03-2001 2312,1.714,,1.627,2001-12-03 23:12:00,False,30.0
12-03-2001 2318,1.72,,1.635,2001-12-03 23:18:00,False,30.0
12-03-2001 2324,1.724,,1.643,2001-12-03 23:24:00,False,30.0
12-03-2001 2330,1.734,1.996,1.651,2001-12-03 23:30:00,True,30.0
12-03-2001 2336,1.751,,1.658,2001-12-03 23:36:00,False,30.0
12-03-2001 2342,1.759,,1.666,2001-12-03 23:42:00,False,30.0
12-03-2001 2348,1.757,,1.673,2001-12-03 23:48:00,False,30.0
12-03-2001 2354,1.77,,1.679,2001-12-03 23:54:00,False,30.0
12-04-2001 0000,1.793,2.057,1.686,2001-12-04 00:00:00,True,30.0
12-04-2001 0006,1.796,,1.692,2001-12-04 00:06:00,False,30.0
12-04-2001 0012,1.771,,1.698,2001-12-04 00:12:00,False,30.0
12-04-2001 0018,1.783,,1.704,2001-12-04 00:18:00,False,30.0
12-04-2001 0024,1.798,,1.709,2001-12-04 00:24:00,False,30.0
12-04-2001 0030,1.808,2.074,1.714,2001-12-04 00:30:00,True,30.0
12-04-2001 0036,1.81,,1.719,2001-12-04 00:36:00,False,30.0
12-04-2001 0042,1.814,,1.723,2001-12-04 00:42:00,False,30.0
12-04-2001 0048,1.817,,1.727,2001-12-04 00:48:00,False,30.0
12-04-2001 0054,1.826,,1.731,2001-12-04 00:54:00,False,30.0
12-04-2001 0100,1.832,2.098,1.735,2001-12-04 01:00:00,True,30.0
12-04-2001 0106,1.83,,1.738,2001-12-04 01:06:00,False,30.0
12-04-2001 0112,1.826,,1.741,2001-12-04 01:12:00,False,30.0
12-04-2001 0118,1.827,,1.743,2001-12-04 01:18:00,False,30.0
12-04-2001 0124,1.83,,1.745,2001-12-04 01:24:00,False,30.0
12-04-2001 0130,1.837,2.103,1.747,2001-12-04 01:30:00,True,30.0
12-04-2001 0136,1.83,,1.749,2001-12-04 01:36:00,False,30.0
12-04-2001 0142,1.832,,1.75,2001-12-04 01:42:00,False,30.0
12-04-2001 0148,1.831,,1.751,2001-12-04 01:48:00,False,30.0
12-04-2001 0154,1.822,,1.752,2001-12-04 01:54:00,False,30.0
12-04-2001 0200,1.829,2.094,1.753,2001-12-04 02:00:00,True,30.0
12-04-2001 0206,1.835,,1.753,2001-12-04 02:06:00,False,30.0
12-04-2001 0212,1.826,,1.753,2001-12-04 02:12:00,False,30.0
12-04-2001 0218,1.826,,1.753,2001-12-04 02:18:00,False,30.0
12-04-2001 0224,1.827,,1.753,2001-12-04 02:24:00,False,30.0
12-04-2001 0230,1.823,2.089,1.752,2001-12-04 02:30:00,True,30.0
12-04-2001 0236,1.815,,1.751,2001-12-04 02:36:00,False,30.0
12-04-2001 0242,1.825,,1.751,2001-12-04 02:42:00,False,30.0
12-04-2001 0248,1.838,,1.75,2001-12-04 02:48:00,False,30.0
12-04-2001 0254,1.811,,1.749,2001-12-04 02:54:00,False,30.0
12-04-2001 0300,1.805,2.070,1.748,2001-12-04 03:00:00,True,30.0
12-04-2001 0306,1.812,,1.746,2001-12-04 03:06:00,False,30.0
12-04-2001 0312,1.805,,1.745,2001-12-04 03:12:00,False,30.0
12-04-2001 0318,1.8,,1.744,2001-12-04 03:18:00,False,30.0
12-04-2001 0324,1.811,,1.743,2001-12-04 03:24:00,False,30.0
12-04-2001 0330,1.808,2.073,1.741,2001-12-04 03:30:00,True,30.0
12-04-2001 0336,1.797,,1.74,2001-12-04 03:36:00,False,30.0
12-04-2001 0342,1.809,,1.739,2001-12-04 03:42:00,False,30.0
12-04-2001 0348,1.799,,1.738,2001-12-04 03:48:00,False,30.0
12-04-2001 0354,1.814,,1.737,2001-12-04 03:54:00,False,30.0
12-04-2001 0400,1.794,2.058,1.735,2001-12-04 04:00:00,True,30.0
12-04-2001 0406,1.796,,1.734,2001-12-04 04:06:00,False,30.0
12-04-2001 0412,1.8,,1.733,2001-12-04 04:12:00,False,30.0
12-04-2001 0418,1.798,,1.732,2001-12-04 04:18:00,False,30.0
12-04-2001 0424,1.788,,1.731,2001-12-04 04:24:00,False,30.0
12-04-2001 0430,1.789,2.052,1.731,2001-12-04 04:30:00,True,30.0
12-04-2001 0436,1.792,,1.73,2001-12-04 04:36:00,False,30.0
12-04-2001 0442,1.795,,1.729,2001-12-04 04:42:00,False,30.0
12-04-2001 0448,1.793,,1.729,2001-12-04 04:48:00,False,30.0
12-04-2001 0454,1.792,,1.728,2001-12-04 04:54:00,False,30.0
12-04-2001 0500,1.788,2.050,1.728,2001-12-04 05:00:00,True,30.0
12-04-2001 0506,1.787,,1.727,2001-12-04 05:06:00,False,30.0
12-04-2001 0512,1.796,,1.727,2001-12-04 05:12:00,False,30.0
12-04-2001 0518,1.797,,1.727,2001-12-04 05:18:00,False,30.0
12-04-2001 0524,1.79,,1.727,2001-12-04 05:24:00,False,30.0
12-04-2001 0530,1.793,2.055,1.727,2001-12-04 05:30:00,True,30.0
12-04-2001 0536,1.786,,1.727,2001-12-04 05:36:00,False,30.0
12-04-2001 0542,1.785,,1.727,2001-12-04 05:42:00,False,30.0
12-04-2001 0548,1.785,,1.727,2001-12-04 05:48:00,False,30.0
12-04-2001 0554,1.787,,1.727,2001-12-04 05:54:00,False,30.0
12-04-2001 0600,1.79,2.052,1.727,2001-12-04 06:00:00,True,30.0
12-04-2001 0606,1.787,,1.728,2001-12-04 06:06:00,False,30.0
12-04-2001 0612,1.787,,1.728,2001-12-04 06:12:00,False,30.0
12-04-2001 0618,1.789,,1.728,2001-12-04 06:18:00,False,30.0
12-04-2001 0624,1.792,,1.729,2001-12-04 06:24:00,False,30.0
12-04-2001 0630,1.795,2.058,1.73,2001-12-04 06:30:00,True,30.0
12-04-2001 0636,1.791,,1.73,2001-12-04 06:36:00,False,30.0
12-04-2001 0642,1.788,,1.731,2001-12-04 06:42:00,False,30.0
12-04-2001 0648,1.786,,1.731,2001-12-04 06:48:00,False,30.0
12-04-2001 0654,1.791,,1.732,2001-12-04 06:54:00,False,30.0
12-04-2001 0700,1.807,2.070,1.733,2001-12-04 07:00:00,True,30.0
12-04-2001 0706,1.802,,1.733,2001-12-04 07:06:00,False,30.0
12-04-2001 0712,1.808,,1.734,2001-12-04 07:12:00,False,30.0
12-04-2001 0718,1.795,,1.734,2001-12-04 07:18:00,False,30.0
12-04-2001 0724,1.792,,1.735,2001-12-04 07:24:00,False,30.0
12-04-2001 0730,1.818,2.081,1.736,2001-12-04 07:30:00,True,30.0
12-04-2001 0736,1.81,,1.736,2001-12-04 07:36:00,False,30.0
12-04-2001 0742,1.808,,1.737,2001-12-04 07:42:00,False,30.0
12-04-2001 0748,1.822,,1.737,2001-12-04 07:48:00,False,30.0
12-04-2001 0754,1.82,,1.737,2001-12-04 07:54:00,False,30.0
12-04-2001 0800,1.814,2.076,1.738,2001-12-04 08:00:00,True,30.0
12-04-2001 0806,1.826,,1.738,2001-12-04 08:06:00,False,30.0
12-04-2001 0812,1.828,,1.738,2001-12-04 08:12:00,False,30.0
12-04-2001 0818,1.816,,1.738,2001-12-04 08:18:00,False,30.0
12-04-2001 0824,1.82,,1.738,2001-12-04 08:24:00,False,30.0
12-04-2001 0830,1.828,2.091,1.738,2001-12-04 08:30:00,True,30.0
12-04-2001 0836,1.824,,1.738,2001-12-04 08:36:00,False,30.0
12-04-2001 0842,1.819,,1.737,2001-12-04 08:42:00,False,30.0
12-04-2001 0848,1.822,,1.737,2001-12-04 08:48:00,False,30.0
12-04-2001 0854,1.82,,1.736,2001-12-04 08:54:00,False,30.0
12-04-2001 0900,1.809,2.071,1.736,2001-12-04 09:00:00,True,30.0
12-04-2001 0906,1.808,,1.735,2001-12-04 09:06:00,False,30.0
12-04-2001 0912,1.807,,1.734,2001-12-04 09:12:00,False,30.0
12-04-2001 0918,1.811,,1.733,2001-12-04 09:18:00,False,30.0
12-04-2001 0924,1.805,,1.732,2001-12-04 09:24:00,False,30.0
12-04-2001 0930,1.805,2.067,1.731,2001-12-04 09:30:00,True,30.0
12-04-2001 0936,1.786,,1.729,2001-12-04 09:36:00,False,30.0
12-04-2001 0942,1.796,,1.728,2001-12-04 09:42:00,False,30.0
12-04-2001 0948,1.793,,1.726,2001-12-04 09:48:00,False,30.0
12-04-2001 0954,1.784,,1.724,2001-12-04 09:54:00,False,30.0
12-04-2001 1000,1.773,2.034,1.722,2001-12-04 10:00:00,True,30.0
12-04-2001 1006,1.773,,1.72,2001-12-04 10:06:00,False,30.0
12-04-2001 1012,1.771,,1.718,2001-12-04 10:12:00,False,30.0
12-04-2001 1018,1.776,,1.715,2001-12-04 10:18:00,False,30.0
12-04-2001 1024,1.77,,1.713,2001-12-04 10:24:00,False,30.0
12-04-2001 1030,1.765,2.025,1.71,2001-12-04 10:30:00,True,30.0
12-04-2001 1036,1.77,,1.707,2001-12-04 10:36:00,False,30.0
12-04-2001 1042,1.745,,1.704,2001-12-04 10:42:00,False,30.0
12-04-2001 1048,1.747,,1.7,2001-12-04 10:48:00,False,30.0
12-04-2001 1054,1.75,,1.696,2001-12-04 10:54:00,False,30.0
12-04-2001 1100,1.741,2.001,1.693,2001-12-04 11:00:00,True,30.0
12-04-2001 1106,1.743,,1.688,2001-12-04 11:06:00,False,30.0
12-04-2001 1112,1.736,,1.684,2001-12-04 11:12:00,False,30.0
12-04-2001 1118,1.74,,1.68,2001-12-04 11:18:00,False,30.0
12-04-2001 1124,1.742,,1.675,2001-12-04 11:24:00,False,30.0
12-04-2001 1130,1.732,1.993,1.67,2001-12-04 11:30:00,True,30.0
12-04-2001 1136,1.72,,1.665,2001-12-04 11:36:00,False,30.0
12-04-2001 1142,1.721,,1.659,2001-12-04 11:42:00,False,30.0
12-04-2001 1148,1.722,,1.654,2001-12-04 11:48:00,False,30.0
12-04-2001 1154,1.709,,1.648,2001-12-04 11:54:00,False,30.0
12-04-2001 1200,1.706,1.967,1.642,2001-12-04 12:00:00,True,30.0
12-04-2001 1206,1.693,,1.635,2001-12-04 12:06:00,False,30.0
12-04-2001 1212,1.695,,1.629,2001-12-04 12:12:00,False,30.0
12-04-2001 1218,1.687,,1.622,2001-12-04 12:18:00,False,30.0
12-04-2001 1224,1.677,,1.615,2001-12-04 12:24:00,False,30.0
12-04-2001 1230,1.675,1.935,1.608,2001-12-04 12:30:00,True,30.0
12-04-2001 1236,1.68,,1.6,2001-12-04 12:36:00,False,30.0
12-04-2001 1242,1.666,,1.593,2001-12-04 12:42:00,False,30.0
12-04-2001 1248,1.651,,1.585,2001-12-04 12:48:00,False,30.0
12-04-2001 1254,1.64,,1.577,2001-12-04 12:54:00,False,30.0
12-04-2001 1300,1.634,1.894,1.568,2001-12-04 13:00:00,True,30.0
12-04-2001 1306,1.637,,1.56,2001-12-04 13:06:00,False,30.0
12-04-2001 1312,1.615,,1.551,2001-12-04 13:12:00,False,30.0
12-04-2001 1318,1.605,,1.542,2001-12-04 13:18:00,False,30.0
12-04-2001 1324,1.601,,1.533,2001-12-04 13:24:00,False,30.0
12-04-2001 1330,1.586,1.847,1.524,2001-12-04 13:30:00,True,30.0
12-04-2001 1336,1.574,,1.515,2001-12-04 13:36:00,False,30.0
12-04-2001 1342,1.566,,1.505,2001-12-04 13:42:00,False,30.0
12-04-2001 1348,1.558,,1.496,2001-12-04 13:48:00,False,30.0
12-04-2001 1354,1.55,,1.486,2001-12-04 13:54:00,False,30.0
12-04-2001 1400,1.542,1.802,1.476,2001-12-04 14:00:00,True,30.0
12-04-2001 1406,1.532,,1.466,2001-12-04 14:06:00,False,30.0
12-04-2001 1412,1.525,,1.456,2001-12-04 14:12:00,False,30.0
12-04-2001 1418,1.508,,1.445,2001-12-04 14:18:00,False,30.0
12-04-2001 1424,1.495,,1.435,2001-12-04 14:24:00,False,30.0
12-04-2001 1430,1.487,1.746,1.425,2001-12-04 14:30:00,True,30.0
12-04-2001 1436,1.473,,1.414,2001-12-04 14:36:00,False,30.0
12-04-2001 1442,1.459,,1.404,2001-12-04 14:42:00,False,30.0
12-04-2001 1448,1.45,,1.394,2001-12-04 14:48:00,False,30.0
12-04-2001 1454,1.44,,1.384,2001-12-04 14:54:00,False,30.0
12-04-2001 1500,1.432,1.690,1.373,2001-12-04 15:00:00,True,30.0
12-04-2001 1506,1.42,,1.363,2001-12-04 15:06:00,False,30.0
12-04-2001 1512,1.415,,1.353,2001-12-04 15:12:00,False,30.0
12-04-2001 1518,1.406,,1.344,2001-12-04 15:18:00,False,30.0
12-04-2001 1524,1.396,,1.334,2001-12-04 15:24:00,False,30.0
12-04-2001 1530,1.381,1.638,1.325,2001-12-04 15:30:00,True,30.0
12-04-2001 1536,1.371,,1.315,2001-12-04 15:36:00,False,30.0
12-04-2001 1542,1.364,,1.306,2001-12-04 15:42:00,False,30.0
12-04-2001 1548,1.358,,1.298,2001-12-04 15:48:00,False,30.0
12-04-2001 1554,1.348,,1.289,2001-12-04 15:54:00,False,30.0
12-04-2001 1600,1.328,1.583,1.281,2001-12-04 16:00:00,True,30.0
12-04-2001 1606,1.339,,1.273,2001-12-04 16:06:00,False,30.0
12-04-2001 1612,1.341,,1.266,2001-12-04 16:12:00,False,30.0
12-04-2001 1618,1.32,,1.259,2001-12-04 16:18:00,False,30.0
12-04-2001 1624,1.313,,1.252,2001-12-04 16:24:00,False,30.0
12-04-2001 1630,1.306,1.561,1.245,2001-12-04 16:30:00,True,30.0
12-04-2001 1636,1.296,,1.239,2001-12-04 16:36:00,False,30.0
12-04-2001 1642,1.291,,1.234,2001-12-04 16:42:00,False,30.0
12-04-2001 1648,1.283,,1.228,2001-12-04 16:48:00,False,30.0
12-04-2001 1654,1.264,,1.223,2001-12-04 16:54:00,False,30.0
12-04-2001 1700,1.271,1.525,1.219,2001-12-04 17:00:00,True,30.0
12-04-2001 1706,1.259,,1.214,2001-12-04 17:06:00,False,30.0
12-04-2001 1712,1.265,,1.211,2001-12-04 17:12:00,False,30.0
12-04-2001 1718,1.266,,1.207,2001-12-04 17:18:00,False,30.0
12-04-2001 1724,1.257,,1.204,2001-12-04 17:24:00,False,30.0
12-04-2001 1730,1.244,1.497,1.202,2001-12-04 17:30:00,True,30.0
12-04-2001 1736,1.249,,1.2,2001-12-04 17:36:00,False,30.0
12-04-2001 1742,1.247,,1.198,2001-12-04 17:42:00,False,30.0
12-04-2001 1748,1.244,,1.196,2001-12-04 17:48:00,False,30.0
12-04-2001 1754,1.254,,1.195,2001-12-04 17:54:00,False,30.0
12-04-2001 1800,1.244,1.494,1.195,2001-12-04 18:00:00,True,30.0
12-04-2001 1806,1.242,,1.195,2001-12-04 18:06:00,False,30.0
12-04-2001 1812,1.245,,1.195,2001-12-04 18:12:00,False,30.0
12-04-2001 1818,1.255,,1.196,2001-12-04 18:18:00,False,30.0
12-04-2001 1824,1.243,,1.197,2001-12-04 18:24:00,False,30.0
12-04-2001 1830,1.25,1.501,1.198,2001-12-04 18:30:00,True,30.0
12-04-2001 1836,1.264,,1.2,2001-12-04 18:36:00,False,30.0
12-04-2001 1842,1.264,,1.202,2001-12-04 18:42:00,False,30.0
12-04-2001 1848,1.265,,1.204,2001-12-04 18:48:00,False,30.0
12-04-2001 1854,1.272,,1.207,2001-12-04 18:54:00,False,30.0
12-04-2001 1900,1.282,1.533,1.211,2001-12-04 19:00:00,True,30.0
12-04-2001 1906,1.287,,1.214,2001-12-04 19:06:00,False,30.0
12-04-2001 1912,1.288,,1.218,2001-12-04 19:12:00,False,30.0
12-04-2001 1918,1.294,,1.222,2001-12-04 19:18:00,False,30.0
12-04-2001 1924,1.293,,1.227,2001-12-04 19:24:00,False,30.0
12-04-2001 1930,1.3,1.551,1.232,2001-12-04 19:30:00,True,30.0
12-04-2001 1936,1.287,,1.237,2001-12-04 19:36:00,False,30.0
12-04-2001 1942,1.324,,1.243,2001-12-04 19:42:00,False,30.0
12-04-2001 1948,1.353,,1.248,2001-12-04 19:48:00,False,30.0
12-04-2001 1954,1.318,,1.255,2001-12-04 19:54:00,False,30.0
12-04-2001 2000,1.33,1.581,1.261,2001-12-04 20:00:00,True,30.0
12-04-2001 2006,1.359,,1.267,2001-12-04 20:06:00,False,30.0
12-04-2001 2012,1.366,,1.274,2001-12-04 20:12:00,False,30.0
12-04-2001 2018,1.366,,1.281,2001-12-04 20:18:00,False,30.0
12-04-2001 2024,1.365,,1.288,2001-12-04 20:24:00,False,30.0
12-04-2001 2030,1.376,1.628,1.296,2001-12-04 20:30:00,True,30.0
12-04-2001 2036,1.39,,1.304,2001-12-04 20:36:00,False,30.0
12-04-2001 2042,1.394,,1.311,2001-12-04 20:42:00,False,30.0
12-04-2001 2048,1.404,,1.319,2001-12-04 20:48:00,False,30.0
12-04-2001 2054,1.428,,1.328,2001-12-04 20:54:00,False,30.0
12-04-2001 2100,1.43,1.683,1.336,2001-12-04 21:00:00,True,30.0
12-04-2001 2106,1.424,,1.344,2001-12-04 21:06:00,False,30.0
12-04-2001 2112,1.44,,1.353,2001-12-04 21:12:00,False,30.0
12-04-2001 2118,1.452,,1.362,2001-12-04 21:18:00,False,30.0
12-04-2001 2124,1.461,,1.371,2001-12-04 21:24:00,False,30.0
12-04-2001 2130,1.466,1.720,1.38,2001-12-04 21:30:00,True,30.0
12-04-2001 2136,1.485,,1.389,2001-12-04 21:36:00,False,30.0
12-04-2001 2142,1.495,,1.398,2001-12-04 21:42:00,False,30.0
12-04-2001 2148,1.491,,1.407,2001-12-04 21:48:00,False,30.0
12-04-2001 2154,1.501,,1.417,2001-12-04 21:54:00,False,30.0
12-04-2001 2200,1.518,1.773,1.426,2001-12-04 22:00:00,True,30.0
12-04-2001 2206,1.533,,1.436,2001-12-04 22:06:00,False,30.0
12-04-2001 2212,1.516,,1.445,2001-12-04 22:12:00,False,30.0
12-04-2001 2218,1.543,,1.455,2001-12-04 22:18:00,False,30.0
12-04-2001 2224,1.557,,1.464,2001-12-04 22:24:00,False,30.0
12-04-2001 2230,1.56,1.817,1.474,2001-12-04 22:30:00,True,30.0
12-04-2001 2236,1.577,,1.483,2001-12-04 22:36:00,False,30.0
12-04-2001 2242,1.578,,1.493,2001-12-04 22:42:00,False,30.0
12-04-2001 2248,1.589,,1.502,2001-12-04 22:48:00,False,30.0
12-04-2001 2254,1.596,,1.512,2001-12-04 22:54:00,False,30.0
12-04-2001 2300,1.609,1.868,1.521,2001-12-04 23:00:00,True,30.0
12-04-2001 2306,1.618,,1.53,2001-12-04 23:06:00,False,30.0
12-04-2001 2312,1.623,,1.54,2001-12-04 23:12:00,False,30.0
12-04-2001 2318,1.638,,1.549,2001-12-04 23:18:00,False,30.0
12-04-2001 2324,1.653,,1.558,2001-12-04 23:24:00,False,30.0
12-04-2001 2330,1.663,1.923,1.566,2001-12-04 23:30:00,True,30.0
12-04-2001 2336,1.672,,1.575,2001-12-04 23:36:00,False,30.0
12-04-2001 2342,1.681,,1.584,2001-12-04 23:42:00,False,30.0
12-04-2001 2348,1.697,,1.592,2001-12-04 23:48:00,False,30.0
12-04-2001 2354,1.708,,1.6,2001-12-04 23:54:00,False,30.0
12-05-2001 0000,1.716,1.979,1.608,2001-12-05 00:00:00,True,30.0
12-05-2001 0006,1.723,,1.616,2001-12-05 00:06:00,False,30.0
12-05-2001 0012,1.732,,1.624,2001-12-05 00:12:00,False,30.0
12-05-2001 0018,1.735,,1.631,2001-12-05 00:18:00,False,30.0
12-05-2001 0024,1.747,,1.639,2001-12-05 00:24:00,False,30.0
12-05-2001 0030,1.758,2.021,1.646,2001-12-05 00:30:00,True,30.0
12-05-2001 0036,1.767,,1.652,2001-12-05 00:36:00,False,30.0
12-05-2001 0042,1.772,,1.659,2001-12-05 00:42:00,False,30.0
12-05-2001 0048,1.779,,1.665,2001-12-05 00:48:00,False,30.0
12-05-2001 0054,1.789,,1.671,2001-12-05 00:54:00,False,30.0
12-05-2001 0100,1.796,2.059,1.677,2001-12-05 01:00:00,True,30.0
12-05-2001 0106,1.801,,1.683,2001-12-05 01:06:00,False,30.0
12-05-2001 0112,1.811,,1.688,2001-12-05 01:12:00,False,30.0
12-05-2001 0118,1.816,,1.693,2001-12-05 01:18:00,False,30.0
12-05-2001 0124,1.821,,1.698,2001-12-05 01:24:00,False,30.0
12-05-2001 0130,1.828,2.091,1.702,2001-12-05 01:30:00,True,30.0
12-05-2001 0136,1.83,,1.706,2001-12-05 01:36:00,False,30.0
12-05-2001 0142,1.836,,1.71,2001-12-05 01:42:00,False,30.0
12-05-2001 0148,1.841,,1.714,2001-12-05 01:48:00,False,30.0
12-05-2001 0154,1.847,,1.717,2001-12-05 01:54:00,False,30.0
12-05-2001 0200,1.847,2.110,1.72,2001-12-05 02:00:00,True,30.0
12-05-2001 0206,1.85,,1.723,2001-12-05 02:06:00,False,30.0
12-05-2001 0212,1.85,,1.725,2001-12-05 02:12:00,False,30.0
12-05-2001 0218,1.851,,1.727,2001-12-05 02:18:00,False,30.0
12-05-2001 0224,1.854,,1.729,2001-12-05 02:24:00,False,30.0
12-05-2001 0230,1.859,2.121,1.73,2001-12-05 02:30:00,True,30.0
12-05-2001 0236,1.858,,1.732,2001-12-05 02:36:00,False,30.0
12-05-2001 0242,1.854,,1.733,2001-12-05 02:42:00,False,30.0
12-05-2001 0248,1.856,,1.733,2001-12-05 02:48:00,False,30.0
12-05-2001 0254,1.861,,1.734,2001-12-05 02:54:00,False,30.0
12-05-2001 0300,1.865,2.129,1.734,2001-12-05 03:00:00,True,30.0
12-05-2001 0306,1.863,,1.734,2001-12-05 03:06:00,False,30.0
12-05-2001 0312,1.857,,1.734,2001-12-05 03:12:00,False,30.0
12-05-2001 0318,1.862,,1.734,2001-12-05 03:18:00,False,30.0
12-05-2001 0324,1.866,,1.734,2001-12-05 03:24:00,False,30.0
12-05-2001 0330,1.869,2.132,1.733,2001-12-05 03:30:00,True,30.0
12-05-2001 0336,1.865,,1.732,2001-12-05 03:36:00,False,30.0
12-05-2001 0342,1.862,,1.732,2001-12-05 03:42:00,False,30.0
12-05-2001 0348,1.865,,1.731,2001-12-05 03:48:00,False,30.0
12-05-2001 0354,1.867,,1.73,2001-12-05 03:54:00,False,30.0
12-05-2001 0400,1.866,2.130,1.729,2001-12-05 04:00:00,True,30.0
12-05-2001 0406,1.86,,1.728,2001-12-05 04:06:00,False,30.0
12-05-2001 0412,1.858,,1.727,2001-12-05 04:12:00,False,30.0
12-05-2001 0418,1.86,,1.725,2001-12-05 04:18:00,False,30.0
12-05-2001 0424,1.86,,1.724,2001-12-05 04:24:00,False,30.0
12-05-2001 0430,1.854,2.116,1.723,2001-12-05 04:30:00,True,30.0
12-05-2001 0436,1.85,,1.722,2001-12-05 04:36:00,False,30.0
12-05-2001 0442,1.851,,1.721,2001-12-05 04:42:00,False,30.0
12-05-2001 0448,1.859,,1.72,2001-12-05 04:48:00,False,30.0
12-05-2001 0454,1.861,,1.719,2001-12-05 04:54:00,False,30.0
12-05-2001 0500,1.857,2.118,1.718,2001-12-05 05:00:00,True,30.0
12-05-2001 0506,1.85,,1.717,2001-12-05 05:06:00,False,30.0
12-05-2001 0512,1.846,,1.717,2001-12-05 05:12:00,False,30.0
